Sales Doc;Item;Material;Material entered;Matl Group;Description;ItCa;DlI;BilRl;Rj;Product hierarchy;UoM;Conversion factor;BUn;POitem;Customer Material Number;Usage;Overdel Tol;Underdel Tol;Dv;BusA;Prb;Net value;Curr;Order Quantity;Required deliv qty;Cumul confirmed qty;SU;Gross weight;Net weight;WUn;U;ComRl;DPrio;Plnt;ShPt;Route;Created on;Created by;Time;BOM key dt;Net price;per;UoM;Ret;AAG;OK;Cost;Value of invgross;Value w/o freight;Value of all bills;Freight cost;Subtotal 5;Bonus paid;Chngd on;Profit Ctr;MG 2;MG 3;MG 4;MG 5;Reasn;S;Credit price;Credit active;Exch rate;MPr;PrCat;Cost Est No;Costing Variant;Tax amount;Distance;Dis;Order Reason;Supplying plant;Minimum Quantity;Maximum Quantity;Max load size;Min load size;First Load
3405018;940;000000000024232920;000000000064015901;013965;from have banging fire are out;vq87;X;;;066666256315;TO;1;TO;000940;are took pique they computer of;B0B;7;7;60;1154;100;114.781,52;EUR;481,900;481,900;481,900;TO;481,900;481,900;TO;X;;3;1154;1154;GB8365;2128-02-20;Vance.Sue;01:00:00;;-6,04;1;TO;;46;;26581.18;7.631,33;3.666,61;6,88;114.781,52;22.625,85;14.992,08;2242-03-21;0779976370;;;;B28;;;46,29;X;1;A;;113616568;PPC4;22.956,30;15,878;MI;03;;16,961;18,752;6,665;0,313;2128-02-26
3405018;950;000000000024232920;000000000064015901;013965;from have banging fire are out;vq87;;C;;066666256315;TO;1;TO;000950;are took pique they computer of;B0B;-2;-2;60;3211;100;114.781,52;GBP;368,000;368,000;368,000;TO;368,000;368,000;TO;;;3;3211;3211;GB0556;2128-02-28;Keith.Virginia;01:00:00;;-51,45;1;TO;;19;;28683.56;4.955,65;4.456,75;6,93;114.781,52;27.798,20;13.583,53;2242-02-15;0047064211;B40;;;B61;;;69,06;X;1;A;;0;;22.956,30;17,179;MI;01;;21,810;14,322;7,741;0,538;2128-03-02
3405018;960;000000000050910813;000000000064177644;019694;wrong ends others took others days;of57;;;;361363063738;MIN;1;MIN;000960;list rabbit suspense will have;B0B;0;0;60;1472;100;114.781,52;US;408,800;408,800;408,800;MIN;0,409;0,409;KG;;;3;1472;1472;GB8043;2128-02-21;Keith.Virginia;01:00:00;;-0,07;60;MIN;;90;;22569.66;4.604,79;4.029,90;6,90;114.781,52;35.380,00;14.373,53;2242-02-27;0255962953;;;B14;B46;;;3,30;X;1;A;W;107737128;PPC4;22.956,30;15,037;KM;03;;16,353;28,194;6,836;0,274;2128-02-22
3405018;970;000000000007724784;000000000072400149;031393;on window throw came in books find;aj01;;A;;304127261766;MIN;1;MIN;000970;;B0B;2;2;60;5753;100;114.781,52;GBP;409,100;409,100;409,100;MIN;0,000;0,000;TO;X;;3;5753;5753;GB2234;2128-01-31;Keith.Virginia;01:00:00;;-45,50;60;MIN;;90;;20028.87;8.109,79;4.283,31;6,87;114.781,52;28.155,05;15.632,61;2241-12-08;0605788397;;;;B20;;;62,95;X;1;;W;0;;22.956,30;8,361;MI;02;;13,885;22,036;7,290;0,150;2128-02-04
3405019;980;000000000038504951;000000000069925284;031404;boon rabbit with took ill numbers;ob06;;A;;304127261766;KG;1;KG;000980;;B0B;-6;-6;70;5753;100;60,31;EUR;239,400;239,400;239,400;KG;0,239;0,239;TO;;;3;5753;5753;GB8398;2128-01-12;Keith.Virginia;01:00:00;;-36,96;1;KG;;90;;60.31;60,31;60,31;6,93;60,31;34.306,49;14.956,31;2242-01-11;0736479378;B58;;;B58;;;107,96;X;1;A;W;0;;12,06;12,855;KM;02;;19,936;20,674;11,474;0,365;2128-01-15
3405019;990;000000000034867182;000000000061688264;036871;monster end to of show island badly;se37;;;;964565366213;MIN;1;MIN;000990;ends to a have came to magnetic;B0B;0;0;10;9715;100;60,31;GBP;430,200;430,200;430,200;MIN;0,000;0,000;TO;;;3;9715;9715;GB2339;2128-03-15;Keith.Virginia;01:00:00;;140,99;60;MIN;;54;;60.31;60,31;60,31;6,95;60,31;25.083,73;14.060,91;2242-04-16;0736479378;B58;;;B11;;E;107,78;X;1;;;0;;12,06;14,969;MI;03;;17,170;19,055;2,122;-0,150;2128-03-15
3405020;1000;000000000034867182;000000000061688264;036871;monster end to of show island badly;se37;;A;;964565366213;MIN;1;MIN;001000;ends to a have came to magnetic;B27;-3;-3;60;1812;20;78.755,20;US;428,700;428,700;428,700;MIN;0,000;0,000;TO;X;;3;1812;1812;GB7710;2128-01-01;Keith.Virginia;01:00:00;;47,18;60;MIN;;54;;39814.41;8.398,48;4.485,90;6,94;78.755,20;32.463,87;13.188,05;2242-01-04;0629600233;B43;;;B98;;;75,39;X;1;A;;110333586;PPC4;15.751,04;7,903;KM;01;;26,987;18,679;6,615;0,440;2128-01-04
3405020;1010;000000000034867182;000000000061688264;036871;monster end to of show island badly;se37;;A;;964565366213;MIN;1;MIN;001010;ends to a have came to magnetic;B0B;7;7;20;1997;20;78.755,20;US;376,500;376,500;376,500;MIN;0,000;0,000;TO;;;3;1997;1997;GB6475;2128-01-18;Keith.Virginia;01:00:00;;228,58;60;MIN;;81;;31816.39;6.181,98;3.735,91;6,89;78.755,20;30.362,81;13.753,24;2241-01-02;0629600233;B81;;;B01;;;72,10;X;1;A;D;108717009;PPC4;15.751,04;13,228;KM;02;;15,326;22,766;3,906;0,182;2128-01-18
3405020;1020;000000000034867182;000000000061688264;036871;monster end to of show island badly;se37;;A;;964565366213;TO;1;TO;001020;ends to a have came to magnetic;B0B;-1;-1;80;3728;20;78.755,20;US;379,700;379,700;379,700;TO;379.700,000;379.700,000;KG;;B;3;3728;3728;GB8799;2127-11-28;Wolfe.Willie;01:00:00;;235,91;1;TO;;22;;34141.27;7.908,53;3.059,74;6,93;78.755,20;34.900,89;14.876,89;2242-01-03;0201346319;B81;;;B98;;;214,98;X;1;A;F;0;;15.751,04;5,472;MI;03;;17,911;9,048;9,164;0,604;2127-12-01
3405020;1030;000000000034867182;000000000061688264;036871;monster end to of show island badly;se37;;C;;918581588051;KG;1;KG;001030;ends to a have came to magnetic;B0B;-3;-3;80;4556;20;78.755,20;US;365,400;365,400;365,400;KG;0,365;0,365;TO;X;;3;4556;4556;GB0613;2128-02-01;Wolfe.Willie;01:00:00;;28,30;1;KG;;82;;28160.58;8.751,03;4.557,32;6,94;78.755,20;30.476,81;14.806,73;2242-02-10;0281544267;;;;B98;;;88,01;X;1;;R;0;;15.751,04;13,371;KM;03;;13,280;21,612;8,698;0,824;2128-02-01
3405020;1040;000000000034867182;000000000061688264;036871;monster end to of show island badly;se37;;A;;918581588051;MIN;1;MIN;001040;ends to a have came to magnetic;B0B;2;2;80;4556;20;78.755,20;US;270,100;270,100;270,100;MIN;0,000;0,000;TO;;;3;4556;4556;GB4338;2128-01-26;Wolfe.Willie;01:00:00;;47,19;60;MIN;;55;;28728.85;6.771,14;3.623,92;6,96;78.755,20;24.424,60;13.897,11;2242-01-19;0091651523;;;;B31;;;-54,29;X;1;;R;101588473;PPC4;15.751,04;9,791;MI;03;;20,549;22,912;4,378;0,097;2128-01-31
3405020;1050;000000000067946159;;035601;on warp throw text trying light;fc29;;A;;167624115187;TO;1;TO;001050;much do hold who hatch is while;B0B;2;2;70;4556;20;78.755,20;EUR;310,300;310,300;310,300;TO;310,300;310,300;TO;;;3;4556;4556;GB0263;2128-03-12;Wolfe.Willie;01:00:00;;103,36;1;TO;;66;;32026.44;7.523,14;2.044,23;6,92;78.755,20;33.135,02;16.009,21;2242-02-06;0998328941;B44;;;B31;;;86,77;X;1;;Z;109753969;PPC4;15.751,04;9,185;MI;01;;13,627;18,234;4,559;0,409;2128-03-13
3405020;1060;000000000067946159;;035601;on warp throw text trying light;fc29;;A;;167624115187;M3;1;M3;001060;much do hold who hatch is while;B0B;4;4;30;5310;20;78.755,20;GBP;305,400;305,400;305,400;M3;0,305;0,305;KG;;;3;5310;5310;GB4217;2128-01-25;Wolfe.Willie;01:00:00;;28,65;1;M3;;66;;29925.8;6.104,31;3.781,86;6,96;78.755,20;22.165,02;15.431,77;2242-02-12;0642120006;;;;B89;ZGB1;;57,37;X;1;A;Q;118435979;PPC4;15.751,04;9,626;MI;02;;18,575;30,895;6,449;0,448;2128-01-25
3405020;1070;000000000068732391;;082833;caves with lots leader keys wicket;yg08;;A;;167624115187;KG;1;KG;001070;;B0B;4;4;30;3594;20;78.755,20;GBP;297,400;297,400;297,400;KG;0,297;0,297;TO;;;3;3594;3594;GB7703;2128-03-30;Wolfe.Willie;01:00:00;;25,97;1;KG;;65;;36471.59;7.510,45;2.929,63;6,93;78.755,20;33.197,05;14.389,65;2242-04-06;0720616758;;;;B89;;;-60,26;X;1;;F;109274886;PPC4;15.751,04;10,165;MI;03;;15,774;19,955;3,191;0,762;2128-03-30
3405020;1080;000000000068732391;;082833;caves with lots leader keys wicket;yg08;;A;;511452580976;KG;1;KG;001080;;B0B;8;8;70;3297;20;78.755,20;US;360,600;360,600;360,600;KG;0,361;0,361;TO;;;3;3297;3297;GB2067;2128-04-16;Wolfe.Willie;01:00:00;;-138,18;1;KG;;65;;24796.93;7.782,34;3.834,73;7,00;78.755,20;27.500,59;16.838,60;2242-05-11;0916474151;B51;;;B21;;;-89,39;X;1;A;H;0;;15.751,04;10,068;MI;02;;25,831;7,865;6,306;0,293;2128-04-19
3405020;1090;000000000077318155;000000000076740186;050701;demanded constantly died waited;xm84;X;C;;511452580976;KG;1;KG;001090;trees window do to pull island;B0B;13;13;30;9896;20;78.755,20;US;380,500;380,500;380,500;KG;0,380;0,380;TO;X;B;3;9896;9896;GB9619;2128-02-05;Roth.Alexis;01:00:00;;71,64;1;KG;;44;;29618.33;5.010,64;3.867,94;6,92;78.755,20;31.315,80;13.480,03;2241-12-29;0678791711;B12;;;B23;ZGB1;;21,58;X;1;A;O;0;;15.751,04;13,785;KM;02;;19,972;14,883;8,323;0,166;2128-02-08
3405020;1100;000000000077318155;000000000076740186;050701;demanded constantly died waited;xm84;;C;;511452580976;MIN;1;MIN;001100;trees window do to pull island;B0B;4;4;20;2618;20;78.755,20;EUR;455,600;455,600;455,600;MIN;0,000;0,000;TO;;B;3;2618;2618;GB9605;2128-03-10;Roth.Alexis;01:00:00;;74,85;60;MIN;;44;;31486.15;6.433,23;3.568,80;6,95;78.755,20;32.648,36;15.641,07;2242-01-06;0446988731;B57;;;B15;;;43,85;X;1;;;0;;15.751,04;0,867;MI;03;;19,281;13,962;6,619;0,613;2128-03-11
3405020;1110;000000000078498082;000000000066641487;067630;end we it cold from where what;xo94;;C;;057680037454;MIN;1;MIN;001110;;B0B;-4;-4;60;2618;20;78.755,20;GBP;398,500;398,500;398,500;MIN;0,000;0,000;TO;X;;3;2618;2618;GB7710;2128-03-08;Roth.Alexis;01:00:00;;64,89;60;MIN;;29;;33413.98;7.345,11;4.812,99;6,88;78.755,20;36.828,65;12.728,00;2242-02-09;0446988731;;B00;;B15;;;237,17;X;1;A;E;0;;15.751,04;15,030;KM;03;;13,375;16,641;7,829;0,609;2128-03-14
3405020;1120;000000000078498082;000000000066641487;067630;end we it cold from where what;xo94;;;;455963154781;MIN;1;MIN;001120;;B0B;2;2;10;3324;20;78.755,20;GBP;281,200;281,200;281,200;MIN;0,281;0,281;KG;;;3;3324;3324;GB2055;2128-02-08;Roth.Alexis;01:00:00;;92,33;60;MIN;;60;;25152.36;7.304,19;4.201,46;6,89;78.755,20;37.497,80;14.136,76;2242-01-06;0604864191;;;;B15;ZGB1;;-28,43;X;1;A;E;117837812;PPC4;15.751,04;14,068;MI;03;;17,635;18,869;11,158;-0,155;2128-02-10
3405021;1130;000000000004065549;000000000077606220;023486;library interest sill worn warp;ty70;;A;;455963154781;KG;1;KG;001130;;B0B;2;2;10;4986;100;99.521,98;US;411,700;411,700;411,700;KG;0,412;0,412;TO;;B;3;4986;4986;GB6475;2128-12-31;Roth.Alexis;01:00:00;;6,95;1;KG;;42;;34137.52;7.467,11;3.380,84;6,85;99.521,98;26.672,66;16.166,68;2241-12-21;0347729668;;;;B15;;;55,38;X;1;;F;0;;19.904,40;22,093;MI;01;;26,571;18,500;3,313;0,934;2128-01-06
3405021;1140;000000000020663153;000000000079941730;084961;in a open lost from hat smoke about;kx46;X;C;yi;455963154781;M3;1;M3;001140;captain throw so was visions secretly;B0B;7;7;20;3469;100;99.521,98;US;490,000;490,000;490,000;M3;1.127,000;1.127,000;TO;;;3;3469;3469;GB4693;2128-02-04;Roth.Alexis;01:00:00;;-63,67;1;M3;;67;;23893.3;6.524,23;3.862,45;6,96;99.521,98;31.202,45;13.434,98;2242-02-25;0392891189;B92;B82;;B13;;;14,63;X;1;;G;106647747;PPC4;19.904,40;5,349;MI;02;;19,981;11,048;8,996;0,552;2128-02-08
3405021;1150;000000000020663153;000000000079941730;084961;in a open lost from hat smoke about;kx46;;C;;455963154781;TO;1;TO;001150;captain throw so was visions secretly;B0B;-1;-1;50;3469;100;99.521,98;US;415,900;415,900;415,900;TO;415.900,000;415.900,000;KG;X;B;3;3469;3469;GB0346;2128-02-16;Roth.Alexis;01:00:00;;52,70;1;TO;;67;;31432.28;6.790,15;2.679,50;6,89;99.521,98;27.592,49;14.499,62;2242-01-30;0392891189;B57;;;B15;;;24,61;X;1;A;;116989969;PPC4;19.904,40;8,109;MI;02;;8,888;21,226;1,650;0,417;2128-02-18
3405021;1160;000000000020663153;000000000079941730;084961;in a open lost from hat smoke about;kx46;;C;ua;455963154781;MIN;1;MIN;001160;captain throw so was visions secretly;B0B;0;0;70;8427;100;99.521,98;GBP;344,600;344,600;344,600;MIN;0,345;0,345;KG;;B;3;8427;8427;GB2067;2128-04-09;Cantrell.Don;01:00:00;;236,34;60;MIN;;67;;26093.13;6.702,26;3.112,37;6,93;99.521,98;32.401,14;13.034,98;2242-03-15;0392891189;B12;;;B39;;;42,65;X;1;;;117839894;PPC4;19.904,40;8,759;KM;02;;29,669;22,947;9,626;0,497;2128-04-09
3405021;1170;000000000020663153;000000000079941730;084961;in a open lost from hat smoke about;kx46;;C;;455963154781;TO;1;TO;001170;captain throw so was visions secretly;B0B;2;2;20;6693;100;99.521,98;GBP;492,800;492,800;492,800;TO;492.800,000;492.800,000;KG;X;B;3;6693;6693;GB6239;2128-01-01;Cantrell.Don;01:00:00;;85,12;1;TO;;16;;24669.1;7.527,70;3.568,62;6,88;99.521,98;32.068,25;13.943,29;2242-01-07;0392891189;B12;;;B46;;;3,46;X;1;;Z;105000023;PPC4;19.904,40;15,383;MI;02;;25,026;21,252;6,886;0,132;2128-01-01
3405021;1180;000000000020663153;000000000079941730;084961;in a open lost from hat smoke about;kx46;;C;;455963154781;M3;1;M3;001180;captain throw so was visions secretly;B0B;-2;-2;20;9118;100;99.521,98;GBP;360,700;360,700;360,700;M3;0,361;0,361;KG;;B;3;9118;9118;GB7392;2128-01-31;Johns.Derek;01:00:00;;109,99;1;M3;;35;;29279.55;7.094,26;3.654,78;6,93;99.521,98;24.740,65;13.427,34;2242-02-09;0948552571;;;;B68;;;-17,54;X;1;A;;0;;19.904,40;18,719;KM;02;;17,257;18,770;6,254;0,161;2128-02-08
3405021;1190;000000000034289060;000000000075397028;017359;what crash list until much something;tx90;;C;;475663500231;TO;1;TO;001190;are words badly trying died of;B0B;1;1;80;1288;100;99.521,98;GBP;432,300;432,300;432,300;TO;432,300;432,300;TO;X;B;3;1288;1288;GB8583;2128-03-06;Johns.Derek;01:00:00;;-15,74;1;TO;;35;;28466.7;7.363,18;3.461,24;6,94;99.521,98;31.728,06;13.494,94;2242-02-20;0220712366;;;;B29;;;-65,71;X;1;A;;120793554;PPC4;19.904,40;9,784;KM;01;;12,723;17,673;7,679;0,597;2128-03-09
3405022;1200;000000000069727059;000000000061583615;060809;on of computer what the on had;zz11;;C;;475663500231;MIN;1;MIN;001200;;B0B;0;0;30;1660;100;31,94;EUR;397,700;397,700;397,700;MIN;0,398;0,398;KG;X;;3;1660;1660;GB3434;2128-02-07;Johns.Derek;01:00:00;;38,91;60;MIN;;35;;31.94;31,94;31,94;6,90;31,94;27.217,88;13.235,71;2242-01-17;0678791711;;;;B30;;;46,03;X;1;A;;0;;6,39;18,825;MI;03;;15,894;11,787;7,423;0,165;2128-02-07
3405022;1210;000000000069727059;000000000061583615;060809;on of computer what the on had;zz11;;;;475663500231;KG;1;KG;001210;;B0B;-7;-7;30;4498;100;31,94;GBP;385,100;385,100;385,100;KG;0,385;0,385;TO;;;3;4498;4498;GB6921;2128-01-31;Johns.Derek;01:00:00;;52,14;1;KG;;35;;31.94;31,94;31,94;6,93;31,94;41.480,03;14.679,74;2241-12-25;0678791711;;;;B40;;;-95,55;X;1;;;115139522;PPC4;6,39;6,873;KM;02;;20,209;29,147;3,931;0,274;2128-01-31
3405022;1220;000000000069727059;000000000061583615;060809;on of computer what the on had;zz11;;;;475663500231;M3;1;M3;001220;;B0B;0;0;10;4498;100;31,94;GBP;343,200;343,200;343,200;M3;0,343;0,343;KG;X;;3;4498;4498;GB8043;2128-01-06;Johns.Derek;01:00:00;;64,29;1;M3;;35;;31.94;31,94;31,94;6,95;31,94;39.100,95;14.972,22;2241-12-19;0673477643;;;;B98;;;84,40;X;1;;;0;;6,39;6,884;MI;01;;11,599;18,203;7,208;0,521;2128-01-09
3405022;1230;000000000069727059;000000000061583615;060809;on of computer what the on had;zz11;;;sl;087832489503;MIN;1;MIN;001230;;B0B;3;3;10;1440;100;31,94;US;159,000;159,000;159,000;MIN;0,159;0,159;KG;;B;3;1440;1440;GB6532;2128-01-31;Johns.Derek;01:00:00;;79,06;60;MIN;;50;;31.94;31,94;31,94;6,96;31,94;31.930,98;14.824,00;2242-01-21;0673477643;;;;B98;;;-85,38;X;1;A;O;118343054;PPC4;6,39;3,514;KM;02;;15,853;25,419;3,101;0,368;2128-02-02
3405022;1240;000000000069727059;000000000061583615;060809;on of computer what the on had;zz11;;C;;087832489503;KG;1;KG;001240;;B0B;3;3;40;6140;100;31,94;GBP;300,800;300,800;300,800;KG;0,301;0,301;TO;X;;3;6140;6140;GB3938;2128-03-14;Clark.Rochelle;01:00:00;;-69,13;1;KG;;50;;31.94;31,94;31,94;6,99;31,94;25.040,26;14.863,91;2242-03-25;0311032013;;;;B15;;;68,03;X;1;;K;105140952;PPC4;6,39;18,518;KM;03;;21,289;15,445;12,151;0,462;2128-03-20
3405022;1250;000000000049519629;000000000078139352;010368;hatch automatically should it sidekick;nk15;;A;;087832489503;MIN;1;MIN;001250;;B0B;-6;-6;40;3888;100;31,94;US;385,800;385,800;385,800;MIN;0,386;0,386;KG;X;;3;3888;3888;GB4679;2127-12-16;Clark.Rochelle;01:00:00;;-112,60;60;MIN;;92;;31.94;31,94;31,94;6,92;31,94;26.292,64;14.066,16;2241-12-03;0311032013;;;;B10;;;-18,46;X;1;;K;0;;6,39;5,860;MI;02;;16,978;26,409;6,418;0,214;2127-12-17
3405024;1260;000000000049519629;000000000078139352;010368;hatch automatically should it sidekick;nk15;;A;;998277083484;MIN;1;MIN;001260;;B0B;-1;-1;80;9395;100;135.229,45;EUR;352,800;352,800;352,800;MIN;0,000;0,000;TO;;;3;9395;9395;GB4693;2128-03-26;Clark.Rochelle;01:00:00;;-90,00;60;MIN;;70;;25561.45;7.361,25;4.089,74;6,91;135.229,45;26.959,85;13.793,21;2242-02-14;0649836853;B44;;;B68;;;49,18;X;1;A;S;0;;27.045,89;4,197;MI;03;;15,630;21,442;6,252;0,527;2128-03-26
3405024;1270;000000000031587328;000000000061426387;002785;room others text generated monster;xj90;;C;;226786393886;KG;1;KG;001270;a keys hid something do the wicket;B0B;9;9;80;8952;100;135.229,45;EUR;418,700;418,700;418,700;KG;0,419;0,419;TO;;;3;8952;8952;GB4105;2127-11-29;Clark.Rochelle;01:00:00;;51,15;1;KG;;92;;31027.16;6.932,16;3.527,95;6,94;135.229,45;26.944,95;13.443,58;2241-11-20;0651296098;B44;;;B68;;;109,05;X;1;;P;0;;27.045,89;23,255;KM;03;;16,284;11,441;10,289;0,397;2127-12-03
3405024;1280;000000000012995260;000000000076091615;087075;speed rescue have about want dreams;ij24;X;A;;216666352968;MIN;1;MIN;001280;;B0B;5;5;0;5467;100;135.229,45;EUR;517,000;517,000;517,000;MIN;0,517;0,517;KG;X;;3;5467;5467;GB9857;2128-02-29;Clark.Rochelle;01:00:00;;102,88;60;MIN;;13;;27665.74;6.947,29;3.947,61;6,92;135.229,45;28.741,69;14.328,57;2241-12-16;0651296098;B31;;;B59;;;-38,18;X;1;A;L;121046142;PPC4;27.045,89;17,608;MI;01;;10,396;19,088;7,571;0,759;2128-02-29
3405024;1290;000000000012995260;000000000076091615;087075;speed rescue have about want dreams;ij24;;C;;216666352968;MIN;1;MIN;001290;;B0B;2;2;0;5467;100;135.229,45;EUR;332,000;332,000;332,000;MIN;0,332;0,332;KG;X;;3;5467;5467;GB5123;2128-01-31;Clark.Rochelle;01:00:00;;97,30;60;MIN;;86;;27749.73;6.709,41;3.306,31;6,97;135.229,45;21.827,70;14.224,30;2241-11-14;0747306849;;;;B59;;;-7,13;X;1;A;;0;;27.045,89;15,598;MI;02;;18,113;13,875;5,388;0,764;2128-02-05
3405024;1300;000000000010390343;000000000065682116;049752;room captain good ill rabbit ship;ju03;;A;;136465283745;TO;1;TO;001300;pique they out waited will headphones;B0B;2;2;0;5893;100;135.229,45;EUR;383,700;383,700;383,700;TO;383,700;383,700;TO;;B;3;5893;5893;GB6759;2127-12-04;Clark.Rochelle;01:00:00;;-66,99;1;TO;;30;;37569.23;7.639,02;4.300,24;6,93;135.229,45;28.761,19;13.690,51;2241-12-06;0747306849;;B56;;B81;;;19,49;X;1;;H;0;;27.045,89;17,293;KM;03;;18,379;16,133;3,132;0,455;2127-12-13
3405026;1310;000000000010390343;000000000065682116;049752;room captain good ill rabbit ship;ju03;;C;;136465283745;TO;1;TO;001310;pique they out waited will headphones;B0B;2;2;60;5893;100;86.884,65;US;354,600;354,600;354,600;TO;354,600;354,600;TO;;;3;5893;5893;GB8583;2128-02-15;Conway.Gloria;01:00:00;;14,05;1;TO;;30;;30966.47;7.277,80;3.022,00;6,93;86.884,65;24.119,51;14.387,36;2241-01-01;0518971956;B58;;;B81;;;-40,75;X;1;A;;111776653;PPC4;17.376,93;7,882;MI;03;;8,465;25,995;12,155;0,680;2128-02-17
3405026;1320;000000000055543623;000000000072784637;088534;sits rabbit window ship asked show;ls09;;C;;136465283745;TO;1;TO;001320;ball want lots who numbers people;B0B;0;0;0;2022;100;86.884,65;US;373,800;373,800;373,800;TO;373,800;373,800;TO;;;3;2022;2022;GB4121;2128-03-21;Owens.Linda;01:00:00;;67,29;1;TO;;86;;25972.82;7.367,03;3.287,63;6,93;86.884,65;37.378,78;16.465,30;2242-03-08;0518971956;B58;;B82;B61;;;0,73;X;1;;E;0;;17.376,93;21,028;KM;03;;21,118;12,964;7,237;0,336;2128-03-21
3405026;1330;000000000041113216;000000000062307776;018183;keys plane came something island;my19;;C;;136465283745;MIN;1;MIN;001330;to came hat days lots sits captain;B0B;6;6;20;2022;100;86.884,65;GBP;312,100;312,100;312,100;MIN;0,000;0,000;TO;X;;3;2022;2022;GB7964;2128-01-12;Berger.Vickie;01:00:00;;190,65;60;MIN;;86;;35899.69;5.581,03;4.756,24;6,94;86.884,65;28.428,29;16.698,12;2242-02-16;0784797984;;;B82;B61;ZGB1;;175,29;X;1;;;108089379;PPC4;17.376,93;10,097;KM;03;;22,240;25,293;5,763;0,358;2128-01-17
3405026;1340;000000000048226755;000000000072373826;034399;to open ending white numbers something;qm77;;;;136465283745;M3;1;M3;001340;end who will had as ghost keys;B0B;4;4;60;1385;100;86.884,65;EUR;366,500;366,500;366,500;M3;0,366;0,366;KG;X;;3;1385;1385;GB0622;2127-11-21;Berger.Vickie;01:00:00;;99,71;1;M3;;63;;26972.69;5.510,78;3.403,77;6,92;86.884,65;25.870,79;13.517,09;2241-11-28;0784797984;;B25;B82;B61;;;-3,81;X;1;A;F;114100303;PPC4;17.376,93;10,040;KM;02;;12,698;14,470;6,682;0,570;2127-11-29
3405026;1350;000000000048226755;000000000072373826;034399;to open ending white numbers something;qm77;;;;136465283745;MIN;1;MIN;001350;end who will had as ghost keys;B0B;-7;-7;0;4155;100;86.884,65;US;382,500;382,500;382,500;MIN;0,000;0,000;TO;;;3;4155;4155;GB6475;2128-02-07;Owens.Linda;01:00:00;;-15,08;60;MIN;;16;;33670.61;6.299,29;4.816,74;6,90;86.884,65;21.499,21;15.180,38;2242-01-31;0784797984;;B69;;B90;;;146,54;X;1;;F;105051234;PPC4;17.376,93;20,237;KM;02;;9,248;26,036;9,504;0,487;2128-02-07
3405026;1360;000000000048226755;000000000072373826;034399;to open ending white numbers something;qm77;;;;572725443647;MIN;1;MIN;001360;end who will had as ghost keys;B0B;-5;-5;0;2236;100;86.884,65;US;514,700;514,700;514,700;MIN;0,001;0,001;TO;;;3;2236;2236;GB6589;2128-12-31;Owens.Linda;01:00:00;;40,77;60;MIN;;84;;29978.32;6.827,67;3.252,79;6,95;86.884,65;19.746,77;13.549,96;2241-12-24;0784797984;;;;B90;;;-59,66;X;1;A;V;0;;17.376,93;19,300;KM;01;;23,552;25,705;5,490;0,480;2128-01-07
3405026;1370;000000000048226755;000000000072373826;034399;to open ending white numbers something;qm77;;C;;755937267007;M3;1;M3;001370;end who will had as ghost keys;B0B;3;3;60;2236;100;86.884,65;GBP;466,800;466,800;466,800;M3;1.073,640;1.073,640;TO;;B;3;2236;2236;GB1218;2128-02-02;Owens.Linda;01:00:00;;127,52;1;M3;;84;;25693.08;6.850,30;4.577,86;6,81;86.884,65;34.135,77;14.631,50;2241-12-25;0784797984;;;;B90;;;179,68;X;1;;I;0;;17.376,93;13,697;MI;01;;16,616;23,016;8,465;0,357;2128-02-04
3405026;1380;000000000041129285;000000000077892051;024336;list keys in do pique discovered;yv93;X;;;307627319886;M3;1;M3;001380;came much world with assert do;B0B;0;0;70;2236;100;86.884,65;EUR;383,300;383,300;383,300;M3;881,590;881,590;TO;;;3;2236;2236;GB6239;2128-02-09;Owens.Linda;01:00:00;;-73,37;1;M3;;76;;28897.89;6.987,56;3.642,99;6,97;86.884,65;28.046,69;13.589,32;2242-03-06;0585532539;;;;B47;ZGB1;;-32,50;X;1;;C;116155317;PPC4;17.376,93;23,419;KM;02;;20,792;20,919;4,661;0,454;2128-02-09
3405026;1390;000000000061779698;000000000060988971;023484;they no the discovered is end monster;ft57;;;;860893195724;TO;1;TO;001390;visions it's captain my automatically;B0B;-6;-6;70;3206;100;86.884,65;GBP;317,000;317,000;317,000;TO;317,000;317,000;TO;X;;3;3206;3206;GB3876;2128-03-02;Owens.Linda;01:00:00;;23,65;1;TO;;76;;33169.21;6.881,75;3.705,80;6,92;86.884,65;31.456,56;13.837,61;2242-03-05;0585532539;;B68;;B47;;;31,49;X;1;;D;0;;17.376,93;21,593;MI;01;;16,596;18,735;3,351;0,382;2128-03-02
3405026;1400;000000000061779698;000000000060988971;023484;they no the discovered is end monster;ft57;;;;860893195724;MIN;1;MIN;001400;visions it's captain my automatically;B0B;-2;-2;70;6109;100;86.884,65;EUR;446,700;446,700;446,700;MIN;0,000;0,000;TO;X;B;3;6109;6109;GB4844;2128-01-12;Gordon.Willie;01:00:00;;31,80;60;MIN;;76;;23140.91;7.363,39;2.259,95;6,93;86.884,65;25.284,91;13.882,64;2242-02-14;0017458558;;B54;;B29;;;25,88;X;1;;D;103916890;PPC4;17.376,93;18,299;MI;01;;29,913;26,855;5,741;0,598;2128-01-14
