DOC_NUMBER;QUOT_FROM;DOC_TYPE;ORD_REASON;QUOT_TO;COMP_CODE;BILL_BLOCK;LOC_CURRCY;SOLD_TO;RATE_TYPE;GN_CUSTOM;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DEL_BLOCK;STAT_CURR;DOC_CATEG;DOC_CATEGR;SALES_OFF;SALES_GRP;SALESORG;DISTR_CHAN;CREATEDON;DOC_CURRCY;SALESEMPLY;DIV_HEAD;REQ_DATE;FISCVARNT;ORDERS
3406054;2013-05-28;YC01;ZV6;9999-12-31;PL10;G0;PLN;1068467704;;CANTON-ACCOUNTING;106;;;;;;PLN;L;;PLH4;21;10;1;2013-09-06;;;70;;K4;1
3406055;2013-05-28;YC01;ZV6;9999-12-31;PL10;G0;PLN;1068467704;;RETREAT-TRAVEL;;2;;;;;KZT;L;;PLAP;212;10;1;2013-07-11;;;70;;K4;5
3406056;2013-05-28;YC01;ZV7;9999-12-31;RU11;G0;PLN;1068467704;M;ATLANTA-MEDICALSUPPLIES;104;;;;;;PLN;G;;DE09;;10;1;2013-07-11;;;70;;K4;1
3406057;2013-05-28;YC01;ZV7;9999-12-31;GB10;G0;PLN;1068467704;;BLOOMINGDALE-DEVELOPMENT;;;;;;;PLN;C;;PLF4;;10;1;2013-07-11;;;40;;K4;6
3406058;2013-05-28;YC01;ZV7;9999-12-31;GB10;G0;PLN;1068467704;;CUSSETA-PROSERVICES;;;;;;;PLN;G;;PLP4;23;10;1;2013-07-19;;;30;;K4;1
3406059;2013-01-07;ZRO1;ZV7;9999-12-31;KZ10;G0;PLN;1068467704;;CHAUNCEY-REALTY;;;DED;;;;PLN;G;;PLLU;211;10;1;2013-11-03;;;70;;K4;7
3406060;2013-01-07;ZPL2;ZV7;9999-12-31;NL11;G0;PLN;1068467704;KZ;HOPEULIKIT-CAFE;;;ROG;;;;PLN;L;;GB02;;GB10;1;2013-09-12;;;20;;K4;7
3406061;2013-01-07;YO03;ZV7;9999-12-31;PL10;G0;PLN;1061066094;KZ;BERKELEYLAKE-MOTORSERVICES;;;ROG;;;;PLN;H;;PLAN;;GB10;1;2013-09-12;;;20;;K4;5
3406062;2013-01-07;YO03;ZV7;9999-12-31;RO60;G0;UAH;1061066094;KZ;COOLIDGE-TEXTILES;;;;;;;PLN;G;;PLH4;20;GB10;1;2013-09-06;;;20;;K4;4
3406063;2013-04-11;ZWEN;ZV7;9999-12-31;GE10;G0;UAH;1065658442;;OCHLOCKNEE-PROSERVICES;;;;;;;UAH;B;;PLLU;;GB10;1;2013-09-06;;;20;;K4;2
3406064;2013-04-11;ZWEN;ZV7;9999-12-31;GE10;G0;UAH;1065658442;M;BROOKS-ENGINEERING;;;;;;;UAH;H;;PLDA;23;GB10;1;2013-09-06;;;20;;K4;2
3406065;2013-04-11;ZWEN;B01;9999-12-31;RO10;G0;UAH;1061620755;;MAXEYS-PROSERVICES;106;;;;;;UAH;C;;PLP4;211;GB10;1;2013-09-06;;;40;;K4;8
3406066;2013-04-11;ZWEN;ZV7;9999-12-31;10;G0;UAH;1061620755;;ELLENTON-CAFE;;;;;;;UAH;G;;DE04;23;GB10;1;2013-09-06;;;40;;K4;7
3406067;2013-01-29;ZDMS;ZV4;9999-12-31;SE10;G0;UAH;1061620755;KZ;HELENA-INDUSTRIES;;1;;;;;UAH;C;;DE30;210;GB10;1;2013-09-06;;;40;;K4;4
3406068;2013-01-29;ZDMS;ZV4;9999-12-31;SE10;G0;UAH;1081575245;;AILEY-PROSERVICES;102;;;;;;UAH;C;;PLAF;212;GB10;1;2013-09-06;;;40;;K4;7
3406069;2013-04-08;ZPL3;ZV4;9999-12-31;SE10;G0;UAH;1081575245;;NEEDMORE-LANDSCAPING;;;;;;;UAH;G;;GB03;22;GB10;1;2013-05-03;;;40;;K4;3
3406070;2013-04-08;ZPL3;B01;9999-12-31;SE10;G0;EUR;1081575245;;LOOKOUTMOUNTAIN-INSURANCE;;2;;;;;UAH;G;;PLDA;;GB10;1;2013-05-03;;;40;;K4;5
3406071;2013-09-05;YO11;B01;9999-12-31;GE10;G0;EUR;1081575245;;SENOIA-INDUSTRIES;102;;;;;;EUR;H;;;211;GB10;1;2013-05-03;;;40;;K4;1
3406072;2013-04-17;ZSAR;B01;9999-12-31;GE10;G0;GBP;1081575245;;LAKELAND-MOTORSERVICES;;;;;;;EUR;G;;;21;GB10;1;2013-05-03;;;40;;K4;6
3406073;2013-04-17;ZSAR;B01;9999-12-31;RO10;G0;GBP;1081575245;;GENEVA-BAKERY;;;;;;;GBP;H;;;25;GB10;1;2013-05-03;;;40;;K4;3
3406074;2013-04-17;ZSAR;ZV6;9999-12-31;RO10;G0;GEL;1081575245;;HAMPTON-FURNISHINGS;;;;;;;GBP;H;;PLOU;;KZ10;1;2013-01-08;;;40;;K4;5
3406075;2013-09-19;ZSAR;ZV6;9999-12-31;PL10;G0;GEL;1081575245;;VIDALIA-DEVELOPMENT;103;;;;;;GEL;C;;;;KZ10;1;2013-01-08;;;40;;K4;8
3406076;2013-05-31;ZSAR;B02;9999-12-31;PL10;G0;EUR;1081575245;;PINEVIEW-TEXTILES;102;;;;;;GEL;B;;PLLO;;KZ10;1;2013-01-08;;;40;;K4;5
3406077;2013-05-31;ZWEN;ZV4;9999-12-31;PL10;G0;EUR;1075873703;;WINDER-PROSERVICES;;;DEW;;;ZG;EUR;H;;DE04;;KZ10;1;2013-01-08;;;40;;K4;7
3406078;2013-05-31;ZWEN;ZV4;9999-12-31;RO60;G0;EUR;1075873703;;DAKOTA-SIGNS;;;;;;;EUR;G;;PLOR;;10;1;2013-01-08;;;40;;K4;1
3406079;2013-03-30;YO13;ZV4;9999-12-31;RO60;G0;EUR;1075873703;;VILLARICA-ACCOUNTING;;;;;;;EUR;B;;PLAL;212;RU11;1;2013-08-26;;;40;;K4;6
3406080;2013-03-22;ZSI;ZV4;9999-12-31;RO60;G0;EUR;1050093241;M;CLYO-INDUSTRIES;104;2;DED;;;;EUR;G;;DE08;25;RU11;1;2013-08-26;;;40;;K4;8
3406081;2013-03-22;ZSAR;B01;9999-12-31;RO60;G0;EUR;1050093241;;THUNDERBOLT-INDUSTRIES;;;;;;ZG;EUR;H;;;;RU11;1;2013-08-26;;;40;;K4;2
3406082;2013-08-05;ZPL1;B01;9999-12-31;SE10;G0;EUR;1050093241;KZ;JESUP-TEXTILES;;;;;;;EUR;L;;;24;RU11;1;2013-08-26;;;40;;K4;8
3406083;2013-08-08;ZPL1;B01;9999-12-31;SE10;G0;EUR;1050093241;M;POOLER-FURNISHINGS;;;;;;;EUR;B;;DE09;23;140;1;2013-08-26;;;40;;K4;4
3406084;2013-01-13;ZPL1;ZV4;9999-12-31;GE10;G0;EUR;1050093241;M;GREENVILLE-MANUFACTURING;;;;;;;EUR;B;;PLOU;;UA10;1;2013-08-26;;;40;;K4;8
3406085;2013-01-13;ZSIS;B01;9999-12-31;GE10;G0;KZT;1052838333;;EVERITT-CAFE;103;;;;;;EUR;G;;;28;UA10;1;2013-08-26;;;50;;K4;4
3406086;2013-01-13;ZSI;B01;9999-12-31;PL10;G0;KZT;1052838333;;SASSER-PROSERVICES;;;CYY;;;;PLN;H;;;28;UA10;1;2013-08-26;;;50;;K4;3
3406087;2013-01-13;ZSI;B02;9999-12-31;PL10;G0;KZT;1052838333;KZ;HOMER-PROSERVICES;;;;;;ZG;KZT;C;;PLDA;210;UA10;1;2013-08-26;;;50;;K4;3
3406088;2013-01-13;ZSI;B01;9999-12-31;PL10;G0;RON;1052838333;M;WRAY-BAKERY;106;;DED;;;ZG;KZT;H;;PLP4;;UA10;1;2013-08-26;;;50;;K4;7
3406089;2013-01-13;ZSI;ZV6;9999-12-31;PL10;G0;RON;1052838333;KZ;STERLING-MEDICALSUPPLIES;106;;;;;;UAH;B;;PLOR;;PL10;1;2013-08-26;;;50;;K4;4
3406090;2013-01-13;ZSI;ZV6;9999-12-31;PL10;G0;RON;1052838333;;BLAKELY-LANDSCAPING;103;;;;;;RON;C;;;;SE10;1;2013-08-26;;;50;;K4;2
3406091;2013-01-13;ZSE2;ZV6;9999-12-31;BE10;G0;RON;1052838333;KZ;EASTMAN-LANDSCAPING;104;;;;;;RON;B;;PLAN;;RO30;1;2013-08-26;;;50;;K4;4
3406092;2013-01-13;ZSE2;B02;9999-12-31;RU10;G0;RON;1065041776;;JASPER-BAKERY;106;;;;;;RON;C;;PLAN;;RO30;1;2013-08-26;;;50;;K4;4
3406093;2013-01-13;ZSE2;ZV6;9999-12-31;RO60;G0;RON;1088521916;;BOWENSMILL-CAFE;;;;;;;RON;B;;DE04;25;RO30;1;2013-08-26;;;50;;K4;4
3406094;2013-01-04;ZSE2;B02;9999-12-31;RO60;G0;RON;1087416734;;RAYCITY-SOFTWARE;104;;;;;;RON;G;;;;RO30;1;2013-08-26;;;60;;K4;3
3406095;2013-01-04;YQ02;ZV6;9999-12-31;NL11;G0;RON;1062936713;;DALTON-DEVELOPMENT;;;;;;;RON;C;;;;RO30;1;2013-08-26;;;60;;K4;7
3406096;2013-01-04;ZPL2;ZV6;9999-12-31;NL11;G0;RON;1062936713;;DASHER-DEVELOPMENT;106;;;;;;RON;G;;;211;RO30;1;2013-08-26;;;60;;K4;3
3406097;2013-01-04;ZPL2;ZV6;9999-12-31;KZ10;G0;RON;1062936713;M;LOGANVILLE-TEXTILES;102;2;;;;;RON;H;;GB03;27;GE10;1;2013-08-26;;;60;;K4;8
3406098;2013-01-04;ZSAN;ZV6;9999-12-31;KZ10;G0;RON;1062936713;;DONALSONVILLE-DEVELOPMENT;;;;;;;RON;H;;PLAF;28;GE10;1;2013-01-19;;;60;;K4;3
3406099;2013-01-04;ZSAN;B02;9999-12-31;KZ10;G0;RON;1062936713;;MOUNTVERNON-SERVICES;;3;;;;;RON;H;;PLL1;;RU11;1;2013-01-19;;;60;;K4;1
3406100;2013-01-04;ZWE;B02;9999-12-31;KZ10;G0;RON;1062936713;;FUNSTON-TEXTILES;;2;;;;;RON;C;;;;10;1;2013-10-13;;;60;;K4;2
3406101;2013-01-04;ZSIR;B02;9999-12-31;BE10;G0;RON;1062936713;;ADEL-SOFTWARE;103;;;;;;RON;C;;;26;SE10;1;2013-10-13;;;60;;K4;8
3406102;2013-01-04;YO01;B02;9999-12-31;140;G0;RON;1062936713;;WATERLOO-ENGINEERING;;;;;;;RON;H;;;;SE10;1;2013-11-27;;;60;;K4;3
3406103;2013-01-04;YO01;ZV7;9999-12-31;140;G0;RON;1062936713;;ALSTON-BAKERY;;;;;;;RON;H;;;26;SE10;1;2013-11-27;;;80;;K4;5
3406104;2013-11-24;ZWEN;ZV6;9999-12-31;140;G0;RON;1062936713;;TRUDIE-STUDIOS;;;;;;;RON;C;;PLF4;;SE10;1;2013-11-23;;;80;;K4;8
3406105;2013-11-24;ZWEN;B02;9999-12-31;RO10;G0;RON;1062936713;KZ;THALMAN-CAFE;;;;;;;RON;C;;;;SE10;1;2013-11-23;;;80;;K4;2
3406106;2013-11-24;YC01;ZV6;9999-12-31;KZ10;G0;GEL;1076704030;M;WESTPOINT-ENGINEERING;;;;;;;RON;H;;PLF0;;PL10;1;2013-11-23;;;80;;K4;3
3406107;2013-11-24;YC01;ZV6;9999-12-31;KZ10;G0;GEL;1076704030;M;CONYERS-REALTY;;2;;;;;GEL;H;;;;PL10;1;2013-11-23;;;20;;K4;8
3406108;2013-11-24;YC01;ZV4;9999-12-31;GB10;G0;GEL;1076914099;;LULATON-MEDICALSUPPLIES;;;;;;;GEL;C;;;;PL10;1;2013-01-22;;;20;;K4;6
3406109;2013-11-24;YC01;ZV4;9999-12-31;RO60;G0;GBP;1076914099;KZ;ADAIRSVILLE-INSURANCE;104;;;;;;GEL;C;;;24;PL10;1;2013-03-08;;;30;;K4;8
3406110;2013-11-24;YC01;ZV4;9999-12-31;RO60;G0;GBP;1076914099;;MACON-SIGNS;106;;;;;;GBP;G;;;;PL10;1;2013-05-10;;;30;;K4;7
3406111;2013-10-11;YC01;B02;9999-12-31;SE10;G0;GBP;1076914099;;SHELLMANBLUFF-ACCOUNTING;;;;;;;GBP;G;;;;PL10;1;2013-05-10;;;30;;K4;3
3406112;2013-10-11;ZSAN;B02;9999-12-31;SE10;G0;GBP;1076914099;;UNIONVILLE-INSURANCE;;;;;;;GBP;G;;;28;PL10;1;2013-05-10;;;30;;K4;3
3406113;2013-10-29;ZSAR;ZV4;9999-12-31;SE10;G0;GBP;1076914099;KZ;LAWRENCEVILLE-TRAVEL;;;CYY;;;;GBP;L;;;26;PL10;1;2013-05-10;;;30;;K4;2
3406114;2013-10-29;ZSAR;ZV4;9999-12-31;SE10;G0;GBP;1076914099;;EBENEZER-LANDSCAPING;;3;;;;;GBP;C;;PLAP;;PL10;1;2013-05-10;;;30;;K4;4
3406115;2013-10-29;ZPL2;ZV4;9999-12-31;SE10;G0;RON;1036223269;;TYRONE-MEDICALSUPPLIES;;;;;;;GBP;H;;PLLO;;BE10;1;2013-05-10;;;30;;K4;7
3406116;2013-10-29;YO01;ZV4;9999-12-31;RU10;G0;RON;1036223269;M;GROVELAND-SOFTWARE;;;;;;;GEL;H;;PLLU;;BE10;1;2013-08-31;;;30;;K4;5
3406117;2013-10-29;YO01;B01;9999-12-31;RU10;G0;RON;1036223269;KZ;GIBSON-STUDIOS;;;;;;;RON;C;;;;BE10;1;2013-08-31;;;30;;K4;4
3406118;2013-10-29;ZSIN;B01;9999-12-31;KZ10;G0;RON;1036223269;M;LUDOWICI-OFFICESUPPLIES;104;3;;;;;RON;L;;PLAP;;BE10;1;2013-08-31;;;30;;K4;6
3406119;2013-10-29;ZSAN;B02;9999-12-31;KZ10;G0;RON;1036223269;;SOPERTON-ENGINEERING;;;;;;ZG;RON;H;;DE04;29;BE10;1;2013-08-31;;;30;;K4;2
3406120;2013-10-29;ZSAN;B01;9999-12-31;140;G0;RON;1036223269;;BARRETTS-MEDICALSUPPLIES;;;;;;;RON;C;;;;BE10;1;2013-08-31;;;30;;K4;1
3406121;2013-10-29;ZSIS;B01;9999-12-31;140;G0;RON;1036223269;;QUITMAN-PROSERVICES;;;;;;;RON;C;;PLAP;;RU10;1;2013-08-31;;;30;;K4;2
3406122;2013-05-29;ZPL3;B01;9999-12-31;140;G0;RON;1036223269;;SASSER-REALTY;106;;;;;;RON;G;;DE30;;140;1;2013-08-31;;;30;;K4;2
3406123;2013-05-29;ZPL2;B01;9999-12-31;140;G0;RON;1036223269;;LAKEPARK-PROSERVICES;;;;;;;RON;B;;GB03;;RO60;1;2013-10-11;;;30;;K4;7
3406124;2013-05-29;ZPL2;ZV6;9999-12-31;140;G0;RON;1036223269;;EUHARLEE-SIGNS;;;;;;;RON;B;;DE08;;RO60;1;2013-01-07;;;30;;K4;3
3406125;2013-05-29;ZSAN;B01;9999-12-31;140;G0;RON;1036223269;;MEIGS-STUDIOS;;;;;;;EUR;L;;PLF0;;RO60;1;2013-01-07;;;30;;K4;3
3406126;2013-09-15;ZPL3;ZV4;9999-12-31;140;G0;RON;1036223269;;PINELAKE-DEVELOPMENT;106;;;;;;RON;C;;;;SE10;1;2013-01-07;;;30;;K4;3
3406127;2013-07-13;ZPL3;ZV7;9999-12-31;140;G0;RON;1036223269;;HELENA-TEXTILES;106;;;;;;RON;B;;;;SE10;1;2013-01-07;;;30;;K4;5
3406128;2013-07-13;ZPL3;ZV4;9999-12-31;GB30;G0;RON;1036223269;;COUNCIL-DEVELOPMENT;103;;;;;;RON;B;;PLAF;27;140;1;2013-01-07;;;30;;K4;4
3406129;2013-07-20;ZSIS;ZV7;9999-12-31;GB30;G0;RON;1036223269;M;CARNESVILLE-BAKERY;;;;;;;GEL;L;;PLLK;;140;1;2013-01-07;;;30;;K4;1
3406130;2013-07-20;ZSIS;ZV7;9999-12-31;GB30;G0;RON;1036223269;;EASTPOINT-SOFTWARE;;;;;;;RON;C;;PLD7;;140;1;2013-01-07;;;30;;K4;2
3406131;2013-07-20;ZSIS;ZV4;9999-12-31;GB30;G0;RON;1036223269;;ALPHARETTA-INSURANCE;103;;;;;;RON;G;;;211;RO30;1;2013-01-07;;;50;;K4;3
3406132;2013-07-20;ZSIS;ZV4;9999-12-31;BE10;G0;RON;1036223269;KZ;COX-TRAVEL;102;;;;;;RON;C;;PLLO;24;RO30;1;2013-01-14;;;50;;K4;5
3406133;2013-07-20;ZSIN;B01;9999-12-31;BE10;G0;RON;1036223269;M;AVONDALEESTATES-SIGNS;;;;;;;RON;L;;PLD7;;RO10;1;2013-07-02;;;50;;K4;1
3406134;2013-07-20;ZSAS;B01;9999-12-31;BE10;G0;RON;1036223269;;CONYERS-ENGINEERING;102;;;;;;RON;L;;DE01;;RO10;1;2013-07-02;;;50;;K4;6
3406135;2013-07-20;ZSAS;B01;9999-12-31;BE10;G0;RON;1036223269;;DAWSON-MOTORSERVICES;;2;;;;;RON;H;;;;BE10;1;2013-07-02;;;50;;K4;6
3406136;2013-07-20;YO11;B01;9999-12-31;GE10;G0;RON;1041613080;;CENTERVILLE-LANDSCAPING;103;;;;;;RON;H;;;;BE10;1;2013-07-02;;;50;;K4;1
3406137;2013-07-20;YO11;B01;9999-12-31;GE10;G0;KZT;1069623333;M;SHELLMANBLUFF-MEDICALSUPPLIES;;;;;;;RON;C;;PLLK;;BE10;1;2013-03-27;;;50;;K4;7
3406138;2013-07-20;YO11;ZV4;9999-12-31;UA10;G0;KZT;1056036609;;ROSWELL-ACCOUNTING;;;;;;ZG;KZT;H;;DE01;;BE10;1;2013-09-27;;;50;;K4;5
3406139;2013-07-20;ZPL3;ZV4;9999-12-31;RU11;G0;EUR;1056036609;KZ;MOUNTZION-INSURANCE;;;;;;ZG;KZT;L;;PLPA;212;BE10;1;2013-09-27;;;50;;K4;6
3406140;2013-07-20;ZPL3;ZV4;9999-12-31;RU11;G0;EUR;1056036609;;JOHNSCREEK-LANDSCAPING;;;;;;;EUR;H;;DE09;28;BE10;1;2013-09-27;;;30;;K4;1
3406141;2013-01-23;ZDMS;ZV7;9999-12-31;RU11;G0;EUR;1056036609;;FORTVALLEY-TEXTILES;104;;;;;;EUR;C;;;;BE10;1;2013-09-27;;;80;;K4;8
3406142;2013-01-27;ZSAR;B02;9999-12-31;RU11;G0;EUR;1056036609;;ALAMO-CAFE;;;;;;;EUR;G;;DE30;;BE10;1;2013-09-27;;;80;;K4;8
3406143;2013-01-27;ZSAR;B01;9999-12-31;RU11;G0;EUR;1056036609;;BLAIRSVILLE-STUDIOS;103;;DEW;;;ZG;EUR;C;;;;BE10;1;2013-09-27;;;80;;K4;3
3406144;2013-01-27;ZSAR;B01;9999-12-31;UA10;G0;EUR;1056036609;;BUFORD-SOFTWARE;;;;;;;EUR;C;;PLOU;;BE10;1;2013-09-27;;;80;;K4;4
3406145;2013-01-27;ZSAR;B01;9999-12-31;GB10;G0;EUR;1056036609;;DARIEN-TEXTILES;;;;;;;EUR;C;;PLLQ;23;BE10;1;2013-09-27;;;80;;K4;6
3406146;2013-10-29;ZWEN;B01;9999-12-31;GB10;G0;EUR;1062447390;;NEEDMORE-GYMNASIUM;;;;;;;EUR;G;;DE04;25;BE10;1;2013-09-27;;;40;;K4;5
3406147;2013-10-29;ZWEN;ZV6;9999-12-31;GB10;G0;EUR;1062447390;M;POULAN-SERVICES;;;;;;;EUR;G;;PLLK;212;BE10;1;2013-09-27;;;40;;K4;4
3406148;2013-10-29;ZWEN;B02;9999-12-31;140;G0;EUR;1062447390;;MOUNTZION-MEDICALSUPPLIES;;;;;;;EUR;L;;;;BE10;1;2013-09-27;;;40;;K4;6
3406149;2013-10-29;YI04;B02;9999-12-31;BE10;G0;EUR;1062447390;KZ;LOVEJOY-LANDSCAPING;;;;;;;EUR;H;;;20;PL10;1;2013-09-27;;;40;;K4;2
3406150;2013-11-17;YO03;B02;9999-12-31;BE10;G0;EUR;1062447390;;SOCIALCIRCLE-ENGINEERING;;;;;;;EUR;C;;DE08;21;PL10;1;2013-09-27;;;40;;K4;6
3406151;2013-11-17;ZWE;B01;9999-12-31;RU11;G0;EUR;1062447390;M;MAYDAY-MEDICALSUPPLIES;104;2;;;;;EUR;L;;;29;PL10;1;2013-11-14;;;40;;K4;4
3406152;2013-11-17;ZWE;B01;9999-12-31;UA10;G0;EUR;1062447390;;CLYO-ENGINEERING;;;;;;;EUR;H;;PLPA;21;PL10;1;2013-11-14;;;40;;K4;6
3406153;2013-11-17;ZWE;B01;9999-12-31;PL10;G0;EUR;1062447390;;RIVERSIDE-MANUFACTURING;;;;;;ZG;EUR;L;;PLD1;21;PL10;1;2013-11-14;;;40;;K4;7
3406154;2013-11-17;ZWE;B01;9999-12-31;PL10;G0;EUR;1062447390;;EGYPT-BAKERY;;;;;;;EUR;B;;PLLQ;;RO30;1;2013-11-14;;;40;;K4;7
3406155;2013-11-17;ZWEN;ZV4;9999-12-31;PL10;G0;EUR;1062447390;KZ;SUGARHILL-SOFTWARE;;;;;;;EUR;G;;;;RO30;1;2013-11-14;;;40;;K4;4
3406156;2013-10-22;ZSIS;B02;9999-12-31;PL10;G0;RUB;1073867877;;PRIDGEN-PROSERVICES;;;DED;;;;EUR;G;;PLPA;25;RO30;1;2013-11-14;;;30;;K4;1
3406157;2013-10-22;ZSIS;ZV4;9999-12-31;GE10;G0;RUB;1073867877;M;STERLING-OFFICESUPPLIES;;;;;;;RUB;C;;;;RO30;1;2013-11-14;;;30;;K4;4
3406158;2013-10-22;ZSI;ZV7;9999-12-31;SE10;G0;RUB;1073867877;M;JEFFERSONVILLE-DEVELOPMENT;103;3;;;;;RUB;H;;;210;RO30;1;2013-11-14;;;20;;K4;7
3406159;2013-10-22;ZSI;ZV6;9999-12-31;NL11;G0;RUB;1073867877;;DUBLIN-SOFTWARE;104;;;;;;RUB;C;;;25;RO30;1;2013-11-14;;;80;;K4;3
3406160;2013-10-22;ZSIN;ZV6;9999-12-31;NL11;G0;RUB;1073867877;;POULAN-TRAVEL;;;;;;ZG;RUB;C;;;;RO30;1;2013-02-07;;;20;;K4;5
3406161;2013-10-22;ZSIN;ZV7;9999-12-31;NL11;G0;RUB;1073867877;KZ;HARDING-STUDIOS;;;;;;;RUB;L;;;;140;1;2013-02-07;;;20;;K4;5
3406162;2013-10-16;ZSIS;ZV7;9999-12-31;NL11;G0;KZT;1073867877;;LINCOLNTON-MANUFACTURING;;;;;;;RUB;L;;;;140;1;2013-02-07;;;10;;K4;7
3406163;2013-10-16;ZSIS;ZV7;9999-12-31;NL11;G0;KZT;1073867877;;ENIGMA-GYMNASIUM;;;;;;;GEL;L;;;;RO60;1;2013-10-06;;;10;;K4;4
3406164;2013-10-16;YO12;B01;9999-12-31;NL11;G0;KZT;1073867877;;CUTHBERT-INDUSTRIES;;;;;;;KZT;H;;;;10;1;2013-11-18;;;10;;K4;8
3406165;2013-10-16;YO12;ZV6;9999-12-31;10;G0;KZT;1073867877;M;GLENNVILLE-STUDIOS;;1;;;;ZG;KZT;C;;;;10;1;2013-11-18;;;30;;K4;5
3406166;2013-10-16;YO12;B01;9999-12-31;RO10;G0;KZT;1073867877;;FUNSTON-REALTY;;;;;;;KZT;L;;DE09;;10;1;2013-11-18;;;70;;K4;8
3406167;2013-10-16;ZWES;B02;9999-12-31;10;G0;KZT;1073867877;;AVONDALEESTATES-MANUFACTURING;104;;;;;ZG;KZT;B;;PLAN;;10;1;2013-11-18;;;80;;K4;2
3406168;2013-10-16;ZWES;B02;9999-12-31;10;G0;KZT;1073867877;;BOSTON-MEDICALSUPPLIES;;3;;;;ZG;KZT;C;;;28;10;1;2013-11-18;;;80;;K4;8
3406169;2013-10-16;ZWES;B02;9999-12-31;10;G0;KZT;1073867877;;SNELLVILLE-MOTORSERVICES;103;;;;;;KZT;C;;DE01;;10;1;2013-11-18;;;80;;K4;1
3406170;2013-07-04;YI04;B02;9999-12-31;10;G0;KZT;1073867877;;AVONDALEESTATES-OFFICESUPPLIES;106;;;;;;KZT;L;;;24;10;1;2013-11-18;;;80;;K4;1
3406171;2013-07-04;ZSIN;B01;9999-12-31;10;G0;GBP;1073867877;;RAYCITY-MOTORSERVICES;;;;;;;KZT;C;;PLOR;24;10;1;2013-11-18;;;80;;K4;2
3406172;2013-07-04;ZSIN;B01;9999-12-31;10;G0;GBP;1073867877;;WOODSTOCK-REALTY;;;;;;;GBP;H;;PLAF;;10;1;2013-11-18;;;10;;K4;8
3406173;2013-11-23;ZSIN;B01;9999-12-31;10;G0;GBP;1073867877;KZ;VIDALIA-DEVELOPMENT;;;;;;;GEL;L;;;211;10;1;2013-11-18;;;10;;K4;6
3406174;2013-11-23;YC01;B02;9999-12-31;SE10;G0;GBP;1073867877;KZ;CRAWFORDVILLE-REALTY;104;;;;;;GBP;C;;DE03;21;PL10;1;2013-11-18;;;10;;K4;7
3406175;2013-11-23;YO01;B02;9999-12-31;SE10;G0;GBP;1073867877;KZ;FORSYTH-CAFE;104;;;;;;EUR;H;;PLAL;26;RU10;1;2013-11-18;;;10;;K4;2
3406176;2013-11-23;YP01;ZV7;9999-12-31;SE10;G0;GBP;1073867877;M;EULONIA-LANDSCAPING;;;;;;;GBP;L;;DE15;23;RU10;1;2013-07-15;;;10;;K4;8
3406177;2013-11-23;YP01;ZV4;9999-12-31;GB30;G0;GBP;1044119101;KZ;BEMISS-TRAVEL;;;;;;;GBP;C;;;;RU11;1;2013-07-15;;;40;;K4;1
3406178;2013-11-23;ZPLZ;ZV4;9999-12-31;GB30;G0;GBP;1075860858;;INAHA-TEXTILES;;;;;;;GBP;C;;;;RU11;1;2013-07-15;;;40;;K4;3
3406179;2013-11-23;ZPLZ;ZV7;9999-12-31;GE10;G0;GBP;1075860858;;REBECCA-INSURANCE;;;DED;;;;KZT;L;;;20;RU11;1;2013-07-15;;;40;;K4;1
3406180;2013-11-23;ZDMS;ZV6;9999-12-31;RO10;G0;GBP;1075860858;;LINCOLNTON-SOFTWARE;;;;;;;SEK;H;;DE30;27;GB30;1;2013-07-15;;;40;;K4;6
3406181;2013-11-23;ZDMS;B02;9999-12-31;10;G0;GBP;1075860858;;BACONTON-FURNISHINGS;;;;;;;GBP;B;;;;GE10;1;2013-07-15;;;40;;K4;5
3406182;2013-11-23;ZWES;ZV4;9999-12-31;10;G0;GBP;1075860858;M;EGYPT-FURNISHINGS;;;;;;;GBP;H;;;;GE10;1;2013-07-15;;;40;;K4;1
3406183;2013-11-23;ZPL1;ZV4;9999-12-31;10;G0;GBP;1075860858;KZ;BOWMAN-BAKERY;;;;;;;GBP;C;;;24;GE10;1;2013-07-15;;;40;;K4;5
3406184;2013-11-23;ZSE2;ZV4;9999-12-31;140;G0;GBP;1075860858;;MOUNTAINPARK-BAKERY;;;;;;;GBP;C;;GB03;20;GE10;1;2013-07-15;;;40;;K4;3
3406185;2013-02-05;ZPL2;B01;9999-12-31;140;G0;GBP;1075860858;M;COGDELL-MOTORS;;;;;;;GBP;B;;;;GE10;1;2013-07-15;;;30;;K4;2
3406186;2013-03-19;YO12;ZV6;9999-12-31;PL10;G0;GBP;1033284940;;DACULA-SOFTWARE;106;;;;;;GBP;C;;;;GE10;1;2013-01-09;;;30;;K4;7
3406187;2013-03-19;ZSIR;ZV6;9999-12-31;PL10;G0;GBP;1033284940;;WORTH-FURNISHINGS;;;;;;;GBP;L;;PLLK;;GE10;1;2013-01-09;;;30;;K4;1
3406188;2013-03-19;ZSAS;ZV6;9999-12-31;PL10;G0;GBP;1055322151;M;DIXIE-INDUSTRIES;106;;;;;;GBP;H;;;;140;1;2013-10-31;;;70;;K4;1
3406189;2013-03-19;ZSAS;ZV6;9999-12-31;PL10;G0;GBP;1055322151;;ACWORTH-ACCOUNTING;;;;;;ZG;GBP;B;;PLF3;;140;1;2013-10-31;;;70;;K4;4
