BILL_NUM;BILL_ITEM;BILL_TYPE;BILL_CAT;BILL_DATE;BILL_RULE;BILL_QTY;BASE_UOM;BATCH;BILLTOPRTY;COMP_CODE;COST;COSTCENTER;CO_AREA;CREATEDON;BIL_I_CNT;BWAPPLNM;CH_ON;DISTR_CHAN;DIVISION;DIV_HEAD;CSHDSC_BAS;GN_CUSTOM;CUST_GROUP;CUST_GRP1;CUST_GRP2;CUST_GRP3;CUST_GRP4;CUST_GRP5;DENOMINTR;DOC_CATEG;DOC_CURRCY;EANUPC;EXCHG_RATE;EXCHG_STAT;EXRATEXACC;EXRATE_ACC;FISCVARNT;GN_R3_SSY;GROSS_VAL;GRS_WGT_DL;INV_QTY;ITEM_CATEG;ITM_TYPE;LOC_CURRCY;MATERIAL;MATL_GROUP;MATL_GRP_1;MATL_GRP_2;MATL_GRP_3;MATL_GRP_4;MATL_GRP_5;MAT_ENTRD;NETVAL_INV;NET_WGT_DL;NO_INV_IT;NUMERATOR;PAYER;PLANT;PRICE_DATE;PROCESSKEY;PROD_HIER;PROV_GROUP;RATE_TYPE;REBATE_BAS;REBATE_GRP;RECORDMODE;REFER_DOC;REFER_ITM;REQ_QTY;RT_PROMO;SALESDEAL;SALESEMPLY;SALESORG;SALES_DIST;SALES_GRP;SALES_OFF;SALES_UNIT;SCALE_QTY;SERV_DATE;SHIP_POINT;SHIP_TO;SOLD_TO;STAT_CURR;STAT_DATE;STOR_LOC;ST_UP_DTE;SUBTOTAL_1;SUBTOTAL_2;SUBTOTAL_3;SUBTOTAL_4;SUBTOTAL_5;SUBTOTAL_6;TAX_AMOUNT;TRANS_DATE;UNIT_OF_WT;VOLUMEUNIT;VOLUME_DL;WBS_ELEMT
141197;50;KZ;I;2013-04-20;C;8;MIN;1;2418266;NL11;100;5;C03;2013-01-19;11;;2013-06-03;1;S5;S0;;GIBSON-INSURANCE;CCROUP6;;;;;;1;L;PLN;;3,35;1;;;K4;;236.399,50;12.292,80;2408;Y070;;RON;621;;567;B12;;;;6036;3.379.183,36;44.546,40;9;6,84;29864918;107;2013-06-25;1;169148565;G1;M;16.728,68;B1;;3405794;50;972;;;;RO30;1;23;OF11;;601;2013-01-26;SP1;1025042544;;RUB;2013-05-14;LO16;2013-11-29;104.635,15;135.191,01;228.316,28;132.524,70;47.581,44;5033.13;240.396,07;2013-05-07;SD;;;
141198;10;KZ;I;2013-04-20;C;14;STD;1;2418266;NL11;600;5;C03;2013-01-19;2;;2013-06-03;1;S5;S0;;MONTROSE-DEVELOPMENT;CCROUP5;;;;;;1;L;PLN;;7,56;1;;;K4;;215.920,44;30.169,45;9202;Y004;;RON;621;;567;;;;;988;992.802,89;179.240,49;1;8,53;29864918;107;2013-06-25;1;169148565;G1;M;78.631,39;B1;;3405796;10;239;;;;UA10;1;;OF11;;727;2013-01-26;SP1;1012432573;;RUB;2013-05-14;LO16;2013-11-29;19.702,24;261.676,72;15.937,00;257.038,64;174.833,30;218124.0;390.991,37;2013-06-14;SD;;;
141199;10;KZ;I;2013-04-20;H;10;MIN;1;2418266;KZ10;400;5;C01;2013-10-18;5;;2013-02-08;1;S5;S0;;RETREAT-TEXTILES;CCROUP4;;;DED;;;1;L;RUB;;12,63;1;;;K4;;61.422,46;27.260,62;8548;Y030;;RON;621;;567;;;;;3473;676.240,48;143.045,64;1;7,93;29864918;107;2013-06-25;1;227718871;G1;M;151.456,07;B1;;3405797;10;372;;;;UA10;1;;OF11;;773;2013-01-26;SP1;1027227072;;RUB;2013-04-18;LO16;2013-11-29;19.557,23;71.364,56;165.166,08;264.191,52;121.523,55;329117.91;17.351,41;2013-02-28;SD;;;
141199;20;KZ;I;2013-04-20;L;3;STD;1;2418250;RO30;100;5;C02;2013-01-21;12;;2013-02-08;9;S5;S0;;RETREAT-TEXTILES;CCROUP2;106;2;CYY;;;1;L;RUB;;11,26;1;;;K4;;287.656,94;21.072,74;3687;ZWES;;GEL;621;;567;;R01;;;2610;2.455.013,72;287.603,71;4;8,35;29864918;107;2013-06-25;1;227718871;G1;M;254.119,10;B1;;3405797;20;163;;;;UA10;1;;OF11;;485;2013-01-26;SP1;1019057004;;RUB;2013-04-18;LO3;2013-06-09;82.880,69;111.629,13;335.197,09;376.103,47;288.631,02;38396.15;109.839,62;2013-04-06;SD;;;
141199;30;KZ;I;2013-03-08;B;7;STD;1;2418520;GB30;100;5;C02;2013-01-21;14;;2013-03-17;1;S5;S0;;RETREAT-TEXTILES;CCROUP6;;;;;;1;H;RUB;;19,15;1;;;K4;;174.212,85;38.412,84;5914;Y003;;GEL;621;;567;;;;;7270;2.906.169,12;18.194,16;3;5,44;29864918;107;2013-06-25;1;198600783;G1;M;25.401,54;B1;;3405797;30;946;;;;UA10;1;;OF11;;188;2013-01-26;SP5;1019057004;;RUB;2013-04-18;LO10;2013-06-09;199.066,66;329.474,98;297.065,62;316.870,11;127.507,85;242893.64;296.156,02;2013-06-20;SD;;;
141199;40;KZ;I;2013-03-08;L;4;STD;1;2418520;10;700;5;C02;2013-01-21;4;;2013-03-17;1;S5;S0;;RETREAT-TEXTILES;CCROUP11;;;;;;1;H;RUB;;24,79;1;;;K4;;113.616,10;14.685,52;7228;Y003;;GEL;199;;859;;;;;3881;2.935.965,53;261.794,65;6;3,55;29864918;103;2013-08-29;1;198600783;G1;M;123.722,48;B1;;3405797;40;991;;;;UA10;1;;OF11;;944;2013-01-26;SP5;1024159165;;RUB;2013-04-18;LO10;2013-06-09;48.259,04;132.567,09;205.844,20;104.574,45;174.099,50;68180.23;38.418,57;2013-08-18;SD;;;
141199;50;KZ;I;2013-03-08;H;7;M3;1;2418308;GB30;800;5;C02;2013-01-21;4;;2013-03-17;1;S5;S0;;RETREAT-TEXTILES;CCROUP7;;;;;;1;G;RUB;;8,59;1;;;K4;;141.904,18;10.723,88;550;Y003;;GEL;199;;859;;;;;4550;78.351,86;342.583,24;1;9,66;23175477;103;2013-08-29;1;198600783;G1;KZ;85.422,48;B1;;3405797;50;25;;;;UA10;1;;OF11;;815;2013-01-26;SP10;1017054993;;RUB;2013-04-18;LO10;2013-06-09;330.976,25;310.433,91;76.973,82;155.878,06;21.134,54;365377.34;128.410,74;2013-05-18;SD;;;
141200;10;KZ;I;2013-03-08;L;4;STD;1;2418944;NL11;800;5;C02;2013-01-21;12;;2013-05-10;1;S5;S0;;RICEBORO-STUDIOS;CCROUP9;;;;;;1;H;RUB;;6,34;1;;;K4;;236.976,89;32.837,33;9319;ZSAR;;GEL;199;;859;;;;;8549;1.268.993,56;20.647,18;9;7,60;23175477;106;2013-10-20;1;198600783;G1;KZ;386.468,62;B1;;3405798;30;953;;;;10;1;;OF11;;929;2013-01-26;SP10;1021151443;;RUB;2013-04-18;LO9;2013-06-09;302.797,09;166.549,79;73.717,65;176.786,97;191.430,83;204354.77;308.358,68;2013-06-10;SD;;;
141200;20;KZ;I;2013-03-08;L;8;STD;1;2418247;SE10;400;5;C02;2013-07-29;10;;2013-05-10;1;S4;S0;;RICEBORO-STUDIOS;CCROUP3;103;;;;;1;G;EUR;;7,84;1;;;K4;;266.058,39;6.355,47;2357;ZSAR;;GEL;199;;859;;;;;7206;3.720.118,73;240.138,63;9;1,36;23175477;102;2013-02-25;1;180999051;G1;KZ;24.776,60;B1;;3405798;40;819;;;;10;1;;OF11;;774;2013-01-26;SP10;1011414106;;RUB;2013-04-18;LO9;2013-06-09;83.255,11;205.838,77;213.625,07;225.462,23;249.609,69;196928.97;197.366,83;2013-11-19;SD;;;
141201;10;KZ;I;2013-03-08;H;10;MIN;1;2418247;140;200;5;C02;2013-07-29;6;;2013-05-10;1;S4;S0;;DUBLIN-LANDSCAPING;CCROUP4;;;;;;1;G;EUR;;1,74;1;;;K4;;231.390,20;9.576,46;2234;Y030;;GEL;871;;859;;;;;2843;3.533.545,74;273.475,29;3;6,03;23175477;102;2013-02-25;1;180999051;G1;KZ;3.180,49;B1;;3405799;10;917;;;;10;1;27;OF11;;281;2013-01-26;SP13;1022753382;;KZT;2013-04-18;LO9;2013-06-09;84.426,03;133.170,92;384.829,71;228.522,05;15.153,74;143150.32;249.564,36;2013-11-11;SD;;;
141201;20;KZ;I;2013-03-08;B;6;STD;1;2418247;RU10;300;5;C02;2013-07-29;3;;2013-05-02;9;S4;S0;;DUBLIN-LANDSCAPING;CCROUP1;;;DED;;;1;H;EUR;;24,28;1;;;K4;;176.129,38;35.692,90;4889;ZSAR;;GEL;871;;750;;;;;9304;1.507.670,45;292.354,02;5;4,62;23175477;107;2013-02-25;1;180999051;G1;KZ;1.133,45;B1;;3405799;20;597;;;;10;1;27;OF10;;690;2013-01-26;SP13;1022753382;;KZT;2013-04-18;LO9;2013-06-09;153.027,57;34.482,39;280.733,59;242.697,34;129.133,35;95456.27;22.404,15;2013-10-18;SD;;;
141201;30;M;I;2013-03-08;B;14;ST;1;2418870;GB30;300;5;C02;2013-07-29;3;;2013-10-19;1;S4;S0;;DUBLIN-LANDSCAPING;CCROUP5;;;CYY;;;1;H;SEK;;14,91;1;;;K4;;27.381,47;27.744,07;8904;ZSAR;;GEL;226;;750;;;;;3874;1.220.422,53;153.711,83;5;9,27;24751678;107;2013-02-25;1;180999051;G1;KZ;195.266,68;B1;;3405799;30;674;;;;10;1;27;OF10;;420;2013-01-26;SP4;1012996219;;KZT;2013-04-18;LO19;2013-06-09;87.231,67;226.358,87;223.738,96;130.394,22;125.256,17;60011.83;157.718,43;2013-02-23;SD;;;
141202;10;M;I;2013-06-29;H;12;M3;1;2418935;RO10;800;5;C02;2013-07-29;10;;2013-10-19;1;S4;S0;;PERRY-BAKERY;CCROUP3;;;DEW;;;1;B;SEK;;6,08;1;;;K4;;144.778,21;3.755,04;1649;ZSAR;;GEL;226;;750;B13;;;;1787;2.549.261,69;170.532,04;9;7,64;28495118;107;2013-02-25;1;180999051;G1;KZ;246.422,86;B1;;3405800;10;438;;;;10;1;212;OF10;;265;2013-01-26;SP3;1012996219;KZ;KZT;2013-04-06;LO19;2013-06-03;286.898,34;122.522,79;62.365,77;122.295,44;49,99;43841.21;182.236,82;2013-10-12;SD;;;
141202;20;M;I;2013-06-29;L;3;TO;1;2418935;GB10;700;4;C02;2013-06-14;4;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP4;;;;;;1;C;SEK;;7,46;1;;;K4;;214.925,12;34.922,76;2334;ZSAR;;GEL;226;;106;;;;;7867;1.097.437,99;262.459,41;5;5,22;22513388;107;2013-02-25;1;180999051;G1;KZ;257.153,29;B1;;3405800;20;534;;;;10;1;212;OF10;;389;2013-01-26;SP3;1012996219;KZ;KZT;2013-11-17;LO19;2013-06-03;243.477,04;344.409,58;318.610,70;374.451,87;212.536,40;387716.52;89.528,14;2013-04-23;SD;;;
141202;30;KZ;I;2013-06-29;H;10;STD;1;2418935;RO60;300;4;C02;2013-06-14;14;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP6;;;;;;1;C;SEK;;22,88;1;;;K4;;160.612,87;28.444,27;5893;ZSAR;;GEL;226;;106;;;;;2737;3.552.243,53;322.857,18;6;5,94;22513388;107;2013-02-25;1;190664669;G1;KZ;135.067,38;B1;;3405800;40;946;;;;10;1;212;OF10;;641;2013-01-12;SP5;1023373796;KZ;KZT;2013-11-17;LO19;2013-06-03;304.639,90;237.445,58;275.546,69;290.454,15;357.732,15;190195.9;214.081,59;2013-07-24;SD;;;
141202;40;KZ;I;2013-06-29;H;2;M3;1;2418935;RU11;700;4;C05;2013-06-14;3;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP6;102;;;;;1;C;SEK;;22,74;1;;;K4;;190.927,38;7.883,79;5257;ZSAR;;GEL;844;;106;B12;;;;8617;3.594.674,35;352.359,58;7;1,54;22513388;107;2013-02-25;1;190664669;G1;M;292.564,99;B1;;3405800;50;519;;;;10;1;212;OF10;;176;2013-01-12;SP13;1023373796;KZ;KZT;2013-11-17;LO19;2013-06-03;298.005,65;473,67;229.869,37;138.732,70;248.532,27;137615.1;30.234,11;2013-11-22;SD;;;
141202;50;KZ;I;2013-06-29;C;2;MIN;1;2418935;BE10;700;4;C05;2013-06-14;7;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP3;104;;;;;1;C;SEK;;6,06;1;;;K4;;8.697,75;33.342,37;6019;ZSAR;;GEL;844;;106;;;;;2553;3.528.946,15;187.647,95;9;6,75;22513388;107;2013-02-25;1;190664669;G1;M;151.617,39;B1;;3405800;60;309;;;;10;1;212;OF10;;536;2013-01-12;SP5;1023373796;KZ;RON;2013-11-17;LO19;2013-06-03;313.747,03;39.583,31;97.773,74;124.918,49;84.894,70;86963.13;163.964,53;2013-09-26;SD;;;
141202;60;KZ;I;2013-08-18;G;8;M3;1;2418935;NL11;400;9;C05;2013-06-14;6;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP2;;;;;;1;C;SEK;;6,22;1;;;K4;;230.228,47;28.116,54;2038;ZSAR;;GEL;844;;106;;;;;307;3.691.389,94;39.085,95;2;6,64;22513388;107;2013-02-25;1;196330787;G1;M;293.323,17;B1;;3405800;70;105;;;;10;1;212;OF9;;345;2013-01-12;SP1;1013591967;KZ;UAH;2013-11-17;LO19;2013-06-03;285.493,73;358.374,80;340.919,33;224.322,36;146.288,91;370718.44;185.949,60;2013-09-16;SD;;;
141202;70;M;I;2013-08-18;B;11;ST;1;2418935;RU10;300;9;C05;2013-02-08;4;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP1;;;;;;1;G;SEK;;6,50;1;;;K4;;73.957,50;11.351,66;5798;Y047;;GEL;844;;106;;;;;7852;2.489.205,76;83.134,85;3;5,59;22513388;107;2013-02-25;1;196330787;G1;M;9.420,38;B1;;3405800;80;73;;;;10;1;212;OF9;;189;2013-01-12;SP1;1013591967;KZ;UAH;2013-07-30;LO19;2013-06-03;167.683,96;313.442,49;350.316,84;346.274,13;243.675,05;186768.74;361.878,31;2013-08-03;SD;;;
141202;80;KZ;I;2013-08-18;L;13;ST;1;2418935;KZ10;800;9;C03;2013-09-18;9;;2013-02-02;1;S4;S0;;PERRY-BAKERY;CCROUP8;102;;;;;1;G;SEK;;11,27;1;;;K4;;162.485,88;10.016,23;8089;Y047;;GEL;844;;106;;;;;2881;2.479.703,37;370.106,68;7;4,13;24139840;107;2013-02-25;1;169533032;G1;M;296.620,48;B1;;3405800;90;869;;;;10;1;212;OF9;;712;2013-06-10;SP7;1024186010;KZ;UAH;2013-07-30;LO19;2013-06-03;371.150,54;347.217,45;289.447,77;289.871,40;243.293,86;427.31;266.364,48;2013-01-04;SD;;;
141203;10;KZ;I;2013-08-18;B;12;TO;1;2418935;PL10;600;9;C03;2013-09-18;6;;2013-02-02;1;S4;S0;;HOGANSVILLE-INSURANCE;CCROUP8;;;;;;1;L;SEK;;3,27;1;;;K4;;278.665,40;28.903,99;7988;Y047;;GEL;435;;106;B13;;;;9258;1.195.705,10;203.676,52;9;1,72;24139840;107;2013-02-25;1;169533032;G1;M;35.001,10;B1;;3405801;10;918;;;;KZ10;1;;OF4;;266;2013-11-23;SP7;1024186010;M;UAH;2013-07-30;LO11;2013-06-05;216.033,16;260.203,66;273.572,27;213.974,99;305.000,72;399785.0;39.403,71;2013-01-31;SD;;;
141203;20;M;I;2013-08-18;B;14;STD;1;2418935;GB30;400;9;C03;2013-11-15;12;;2013-02-02;1;S4;S0;;HOGANSVILLE-INSURANCE;CCROUP1;;;CYY;;;1;L;SEK;;12,54;1;;;K4;;50.680,84;32.849,10;2793;ZWES;;GEL;435;;425;;;;;4621;3.406.027,04;157.341,33;8;1,29;24139840;107;2013-02-25;1;169533032;G1;KZ;285.569,24;B1;;3405801;20;286;;;;KZ10;1;;OF4;;490;2013-03-07;SP10;1024186010;M;KZT;2013-07-30;LO11;2013-06-05;96.090,27;173.471,89;55.223,19;384.293,20;247.230,40;120065.94;304.593,14;2013-03-29;SD;;;
141203;30;M;I;2013-08-18;C;2;MIN;1;2418935;UA10;700;9;C03;2013-11-15;11;;2013-02-02;1;S4;S0;;HOGANSVILLE-INSURANCE;CCROUP4;103;;;;;1;L;SEK;;15,19;1;;;K4;;85.687,73;19.969,25;1301;ZWES;;GEL;435;;393;;;;;1115;2.299.786,35;49.780,25;6;3,51;24139840;107;2013-02-25;1;169533032;G1;KZ;197.447,44;B1;;3405801;30;339;;;;KZ10;1;;OF4;;57;2013-03-04;SP10;1024186010;M;KZT;2013-07-30;LO11;2013-06-05;306.921,10;52.127,55;8.577,64;293.913,25;52.119,60;278144.62;231.381,90;2013-06-30;SD;;;
141203;40;M;I;2013-08-18;G;10;STD;1;2418935;RO10;800;9;C03;2013-11-15;14;;2013-02-02;1;S4;S0;;HOGANSVILLE-INSURANCE;CCROUP7;;;;;;1;L;SEK;;15,66;1;;;K4;;114.619,93;36.679,75;7424;Y002;;GEL;435;;393;B12;;;;2826;2.359.462,88;245.723,26;8;1,97;24139840;107;2013-02-25;1;169533032;G1;M;239.461,18;B1;;3405801;40;200;;;;KZ10;1;;OF4;;8;2013-03-04;SP10;1024186010;M;KZT;2013-07-30;LO11;2013-06-05;374.462,51;337.974,58;178.379,67;138.328,79;274.426,07;143679.94;200.103,46;2013-03-24;SD;;;
141203;50;KZ;I;2013-08-18;B;14;M3;1;2418345;SE10;400;9;C03;2013-11-15;2;;2013-02-02;1;S4;S0;;HOGANSVILLE-INSURANCE;CCROUP2;;;;;;1;L;SEK;;12,79;1;;;K4;;297.439,53;35.627,77;8125;Y002;;GEL;740;;393;;;;;2009;2.302.082,03;22.106,89;9;6,82;23727842;107;2013-02-25;1;169533032;G1;M;299.131,24;B1;;3405801;50;88;;;;KZ10;1;;OF4;;972;2013-09-26;SP10;1020000205;M;KZT;2013-07-30;LO11;2013-06-05;236.648,42;99.525,68;318.009,34;56.980,57;302.661,43;314776.71;92.786,13;2013-05-01;SD;;;
141203;60;KZ;I;2013-08-18;L;8;M3;1;2418345;GB30;500;9;C03;2013-11-15;2;;2013-02-02;1;S4;S0;;HOGANSVILLE-INSURANCE;CCROUP6;;;;;;1;L;SEK;;19,42;1;;;K4;;147.896,73;28.208,97;4737;ZPL1;;GEL;740;;393;;;;;6948;2.037.498,34;332.780,91;4;8,31;24976398;107;2013-02-25;1;169533032;G1;KZ;282.016,64;B1;;3405801;60;672;;;;KZ10;1;;OF4;;538;2013-09-26;SP10;1020000205;M;RUB;2013-07-30;LO11;2013-06-05;294.953,10;361.252,15;135.979,08;107.274,19;326.948,33;284629.95;168.448,70;2013-01-04;SD;;;
141204;10;KZ;I;2013-08-18;G;6;ST;1;2418345;GB30;200;9;C03;2013-11-15;12;;2013-02-02;1;S4;S0;;FRUITLAND-DEVELOPMENT;CCROUP10;;;;;;1;G;SEK;;13,87;1;;;K4;;70.136,39;19.561,33;1895;ZPL1;;GEL;843;;393;;;702;;1483;813.832,34;139.599,70;2;3,94;21778307;107;2013-02-25;1;141865095;G1;M;143.627,83;B1;;3405802;10;572;;;;KZ10;1;212;OF4;;492;2013-09-26;SP10;1020000205;;RUB;2013-07-30;LO11;2013-03-14;371.781,32;94.434,93;169.704,80;342.608,21;257.102,74;170351.29;238.833,71;2013-03-23;SD;;;
141204;20;M;I;2013-08-18;H;4;ST;1;2418345;GE10;700;9;C03;2013-10-23;4;;2013-02-02;9;S4;S0;;FRUITLAND-DEVELOPMENT;CCROUP10;103;;DEW;;;1;G;SEK;;16,48;1;;;K4;;9.441,90;34.350,76;5110;ZPL1;;GEL;843;;123;;;702;;7859;634.499,00;357.026,04;7;2,15;21778307;107;2013-02-25;1;141865095;G1;M;89.032,91;B1;;3405802;20;765;;;;KZ10;1;212;OF4;;389;2013-03-11;SP10;1026452300;;RUB;2013-07-30;LO11;2013-03-14;383.416,83;10.247,42;295.531,06;77.917,64;147.859,16;24100.63;102.824,36;2013-02-23;SD;;;
141205;10;M;I;2013-08-18;H;9;MIN;1;2418345;10;400;9;C03;2013-10-23;12;;2013-02-02;1;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP2;;;;;;1;G;SEK;;7,95;1;;;K4;;181.283,80;38.773,83;9526;ZPL1;;GEL;843;;123;;;702;;7570;1.056.972,62;97.605,85;5;4,98;21083210;107;2013-02-25;1;141865095;G1;M;385.655,55;B1;;3405803;10;772;;;;GB30;1;;OF4;;239;2013-03-11;SP10;1026452300;KZ;RUB;2013-02-11;LO11;2013-03-14;309.688,09;295.313,25;181.608,59;209.060,32;322.050,47;311216.44;38.971,58;2013-02-20;SD;;;
141205;20;M;I;2013-10-03;B;1;MIN;1;2418345;GB30;200;2;C01;2013-10-23;6;;2013-02-02;1;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP4;;;;;;1;G;SEK;;12,57;1;;;K4;;209.186,66;20.747,94;9157;ZPL1;;GEL;843;;123;;;702;;9792;1.243.278,71;282.592,60;4;9,82;27619701;107;2013-02-25;1;141865095;G1;M;32.925,10;B1;;3405803;20;519;;;;GB30;1;;OF4;;792;2013-03-11;SP13;1014417435;KZ;RUB;2013-02-11;LO11;2013-03-14;224.001,54;13.580,75;184.285,60;303.306,74;233.239,85;212930.39;189.499,71;2013-09-14;SD;;;
141205;30;M;I;2013-07-02;H;13;STD;1;2418345;NL11;800;2;C01;2013-10-23;2;;2013-02-02;9;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP6;;;;;;1;G;SEK;;13,15;1;;;K4;;286.503,74;31.447,92;9510;ZPL1;;GEL;843;;123;;;702;;6659;224.340,33;274.115,86;2;6,36;27619701;107;2013-02-25;1;141865095;G1;KZ;379.671,57;B1;;3405803;30;627;;;;GB30;1;;OF7;;4;2013-03-11;SP13;1028164493;KZ;RUB;2013-02-11;LO11;2013-01-28;41.944,95;168.391,09;209.534,04;284.668,45;339.597,01;163724.52;257.370,90;2013-04-19;SD;;;
141205;40;M;I;2013-07-02;B;1;TO;1;2418355;SE10;100;2;C01;2013-10-23;6;;2013-02-02;1;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP10;103;1;DED;;;1;B;SEK;;19,93;1;;;K4;;112.960,98;12.084,55;289;ZPL1;;GEL;474;;123;;;702;;5251;3.947.525,24;98.846,13;9;1,28;14486139;107;2013-02-25;1;141865095;G1;KZ;371.161,21;B1;;3405803;40;102;;;;GB30;1;;OF7;;332;2013-03-11;SP13;1028164493;KZ;RUB;2013-02-11;LO11;2013-01-28;338.776,17;145.958,20;178.719,06;343.369,04;327.377,04;269571.21;345.410,28;2013-08-24;SD;;;
141205;50;KZ;I;2013-07-02;H;11;ST;1;2418355;GB30;400;2;C01;2013-10-23;6;;2013-02-02;9;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP3;103;;;;;1;C;SEK;;17,27;1;;;K4;;255.271,10;15.880,29;7825;Y070;;GEL;474;;123;;;702;;8622;3.892.807,80;75.916,83;7;3,83;22536445;107;2013-09-15;1;141865095;G1;KZ;296.748,84;B1;;3405803;50;636;;;;GB30;1;;OF7;;675;2013-03-11;SP8;1018107320;KZ;RUB;2013-02-11;LO11;2013-07-08;272.449,97;256.155,60;244.883,29;120.355,85;141.014,91;11606.03;212.021,51;2013-09-23;SD;;;
141205;60;KZ;I;2013-07-02;C;4;TO;1;2418263;RU10;500;2;C01;2013-10-06;12;;2013-02-02;1;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP5;;;RO3;;;1;C;SEK;;5,68;1;;;K4;;50.440,24;3.515,94;1812;Y070;;GEL;474;;123;;;;;9652;560.703,45;34.451,63;9;6,43;22536445;107;2013-09-15;1;141865095;G1;KZ;313.559,59;B1;;3405803;60;291;;;;GB30;1;;OF7;;679;2013-03-11;SP8;1018107320;KZ;RUB;2013-02-11;LO11;2013-07-08;294.914,76;227.069,23;88.147,13;16.585,33;53.325,33;287803.25;26.772,47;2013-01-07;SD;;;
141205;70;KZ;I;2013-07-02;B;8;STD;1;2418991;RO60;700;2;C05;2013-10-06;6;;2013-02-02;9;S4;S0;;MAXEYS-MOTORSERVICES;CCROUP11;;;;;;1;H;KZT;;3,06;1;;;K4;;90.418,39;16.434,30;6178;Y070;;GEL;474;;123;B13;;;;2717;1.238.722,57;19.557,77;7;7,50;29930389;107;2013-01-25;1;141865095;G1;KZ;366.129,88;B1;;3405803;70;28;;;;GB30;1;;OF7;;155;2013-03-11;SP4;1018107320;KZ;GBP;2013-07-03;LO11;2013-07-08;263.223,42;293.623,30;136.847,20;79.774,35;310.870,88;300247.15;88.124,84;2013-08-06;SD;;;
141206;10;KZ;I;2013-03-07;G;8;MIN;1;2418991;RU10;600;2;C05;2013-05-03;8;;2013-02-02;9;S4;S0;;NEVILS-ENGINEERING;CCROUP2;;;;;;1;H;KZT;;19,57;1;;;K4;;158.057,29;29.684,92;835;Y070;;KZT;474;;123;;;;;3090;3.502.096,35;101.916,54;9;7,41;22825821;107;2013-01-25;1;141865095;G1;KZ;257.609,21;B1;;3405804;10;340;;;;GB30;1;;OF7;;220;2013-03-11;SP4;1027837686;;GBP;2013-02-22;LO11;2013-06-26;305.787,82;267.335,70;41.476,26;253.888,99;95.357,43;384939.6;141.814,83;2013-02-11;SD;;;
141206;20;KZ;I;2013-06-01;H;9;TO;1;2418175;RU11;800;2;C04;2013-08-30;12;;2013-02-02;1;S4;S0;;NEVILS-ENGINEERING;CCROUP8;;;;;;1;C;KZT;;9,07;1;;;K4;;120.893,19;11.235,94;5381;Y070;;KZT;474;;123;;;803;;8263;1.426.288,94;6.343,83;4;1,78;22825821;107;2013-01-06;1;211538179;G1;KZ;183.550,38;B1;;3405804;30;362;;;;GB30;1;;OF11;;45;2013-03-11;SP4;1025389657;;GBP;2013-02-22;LO11;2013-06-26;111.138,53;321.263,20;285.014,58;367.374,55;108.534,85;349684.0;376.218,57;2013-05-30;SD;;;
141206;30;M;I;2013-06-01;B;3;TO;1;2418175;GB10;700;2;C04;2013-08-30;9;;2013-02-01;1;S4;S0;;NEVILS-ENGINEERING;CCROUP8;;;ROZ;;;1;C;KZT;;3,38;1;;;K4;;127.813,34;7.147,59;4370;Y070;;KZT;817;;123;;;803;;889;2.554.419,75;153.475,37;6;9,92;22825821;107;2013-01-06;1;211538179;G1;KZ;159.791,43;B1;;3405804;40;353;;;;GB30;1;;OF11;;336;2013-03-11;SP4;1025389657;;GBP;2013-05-05;LO11;2013-06-26;307.275,34;318.255,61;253.109,21;18.827,83;377.530,76;91416.95;114.964,61;2013-08-12;SD;;;
141207;10;M;I;2013-08-27;H;6;MIN;1;2418175;140;300;2;C04;2013-08-30;8;;2013-02-01;1;S4;S0;;HOMERVILLE-INSURANCE;CCROUP9;;;;;;1;C;KZT;;15,13;1;;;K4;;297.670,05;23.873,29;9002;Y070;;KZT;817;;123;;;803;;7855;424.740,08;337.148,04;7;1,02;22825821;107;2013-05-15;1;191941000;G1;KZ;383.148,24;B1;;3405805;30;415;;;;GB30;1;;OF1;;436;2013-03-11;SP4;1018526898;;GBP;2013-05-05;LO2;2013-06-26;30.285,60;50.828,04;367.430,03;96.647,81;328.445,20;267763.1;294.283,01;2013-02-09;SD;;;
141207;20;M;I;2013-08-27;C;11;M3;1;2418175;RO60;700;8;C04;2013-08-30;11;;2013-02-01;1;S4;S0;;HOMERVILLE-INSURANCE;CCROUP1;;;;;;1;B;KZT;;8,88;1;;;K4;;191.260,74;3.639,52;6386;Y057;;KZT;107;;123;B13;;803;;1505;2.755.194,29;157.677,85;1;8,50;19836536;107;2013-10-14;1;191941000;G1;KZ;169.127,96;B1;;3405805;40;573;;;;GB30;1;;OF1;;761;2013-03-11;SP4;1018526898;;GBP;2013-05-05;LO2;2013-06-26;253.378,16;270.996,56;180.009,26;225.961,87;322.254,25;322292.01;43.105,13;2013-11-15;SD;;;
